entity_name,entity_type,latitude,longitude,properties
Diego Rivera,punto,21.918534,-102.264945,"{""tipo"":""educativo""}"
"Unidad de Servicios de Apoyo a la Educacion Regular, 17",punto,22.22463,-102.326076,"{""tipo"":""educativo""}"
Plaza Mision San Antonio,punto,21.9236407,-102.2845415,"{""tipo"":""comercial"",""horario"":""Mo-Su 10:00-22:00""}"
Secundaria Tecnica,punto,21.8600796,-102.3102762,"{""tipo"":""educativo""}"
Colegio 5 de Mayo,punto,22.078771,-102.273026,"{""tipo"":""educativo""}"
Josefa Ortiz de Domínguez,punto,21.880323,-102.318221,"{""tipo"":""educativo""}"
"Unidad de Servicios de Apoyo a la Eduacion Regular, 33",punto,22.150196,-102.278044,"{""tipo"":""educativo""}"
Secundaria Comunitaria de CONAFE,punto,22.290556,-102.361389,"{""tipo"":""educativo""}"
"Colegio Americano de Aguascalientes, A.C.",punto,21.956667,-102.321667,"{""tipo"":""educativo""}"
Club de Leones,punto,22.2343978,-102.3187937,"{""tipo"":""recreativo""}"
Parque El Llanito,punto,21.8775406,-102.288172,"{""tipo"":""recreativo""}"
Cuauhtemoc,punto,21.881392,-102.290785,"{""tipo"":""educativo""}"
"Secundaria Tecnica, 19",punto,22.2308217,-102.3077265,"{""tipo"":""educativo""}"
"Etv, 74, Emilio Carranza",punto,22.387222,-102.323611,"{""tipo"":""educativo""}"
"Etv, 105, Jesus Teran Peredo",punto,21.883889,-102.365833,"{""tipo"":""educativo""}"
Enrique Olivares Santana,punto,22.363941,-102.302086,"{""tipo"":""educativo""}"
"Universidad Anahuac, Bachillerato Cumbres Aguascalientes",punto,21.915274,-102.274773,"{""tipo"":""educativo""}"
Profa. Rosa Trillo Lopez,punto,21.895251,-102.299205,"{""tipo"":""educativo""}"
Dos Lagos,punto,21.8575842,-102.3449135,"{""tipo"":""comercial""}"
Parque para perros Castelo,punto,21.9745564,-102.2689221,"{""tipo"":""otro""}"
Comunidad Educativa Termapolis,punto,21.8943469,-102.3547683,"{""tipo"":""educativo""}"
"Unidad de Servicios de Apoyo a la Educacion Regular, 4",punto,21.853152,-102.309389,"{""tipo"":""educativo""}"
Instituto Cultural de Aguascalientes,punto,21.902083,-102.29415,"{""tipo"":""educativo""}"
Rodrigo Rincon Gallardo,punto,22.227499,-102.312046,"{""tipo"":""educativo""}"
Secundaria Federal No1,punto,21.8817159,-102.307967,"{""tipo"":""educativo""}"
Raquel Celestino Salazar,punto,21.927657,-102.261679,"{""tipo"":""educativo""}"
Gustavo Diaz Ordaz,punto,22.230549,-102.317784,"{""tipo"":""educativo""}"
Esteban S. Castorena,punto,22.367178,-102.297687,"{""tipo"":""educativo""}"
Escuela Primaria Alvaro Obregon,punto,21.8860313,-102.3051502,"{""tipo"":""educativo""}"
Colegio Bosques,punto,21.9309629,-102.3018796,"{""tipo"":""educativo""}"
Bóveda Jesus F Contreras,punto,21.9124097,-102.3148156,"{""tipo"":""cultural""}"
Reforma,punto,21.89927,-102.295245,"{""tipo"":""educativo""}"
"Andanac-Nissan, 8",punto,21.853556,-102.249931,"{""tipo"":""educativo""}"
J. Refugio Miranda Aguayo,punto,22.06607,-102.264767,"{""tipo"":""educativo""}"
Curso Comunitario,punto,21.946111,-102.232778,"{""tipo"":""educativo""}"
"Club de Leones, 1",punto,21.893154,-102.305706,"{""tipo"":""educativo""}"
Justo Sierra Mendez,punto,22.146058,-102.270915,"{""tipo"":""educativo""}"
Plan de Iguala,punto,21.9260339,-102.2801616,"{""tipo"":""educativo""}"
Mariano Matamoros,punto,22.267778,-102.031389,"{""tipo"":""educativo""}"
Isla San Marcos,punto,21.8613991,-102.3215124,"{""tipo"":""recreativo""}"
Simbolos Patrios,punto,21.9388668,-102.2568788,"{""tipo"":""educativo""}"
Jose Maria Iglesias,punto,21.894486,-102.315444,"{""tipo"":""educativo""}"
Jardin de Cholula,punto,21.8862301,-102.3049983,"{""tipo"":""recreativo""}"
"Secundaria Tecnica, 20",punto,21.894984,-102.321517,"{""tipo"":""educativo""}"
La concespcion,punto,21.9237605,-102.3043345,"{""tipo"":""recreativo""}"
"Etv, 186, Ramon Lopez Velarde",punto,21.885833,-102.039444,"{""tipo"":""educativo""}"
"Escuela de Enfermeria, Central Medico Quirurgica",punto,21.863939,-102.298098,"{""tipo"":""educativo""}"
Francisco I. Madero,punto,22.246111,-102.3075,"{""tipo"":""educativo""}"
Esteban Avila Mier,punto,22.079988,-102.275714,"{""tipo"":""educativo""}"
"Secundaria Tecnica, 8",punto,22.191816,-102.02138,"{""tipo"":""educativo""}"
Unidad deportiva Luis Donaldo Colosio,punto,21.9688566,-102.3520972,"{""tipo"":""recreativo""}"
Feliciano Martinez Cruz,punto,21.967321,-102.297847,"{""tipo"":""educativo""}"
Jesus Marmolejo,punto,22.2397131,-102.0888863,"{""tipo"":""educativo""}"
Escuela Primaria Dr. Jesús Díaz de León,punto,21.8764593,-102.2987365,"{""tipo"":""educativo""}"
Parque Río San Pedro,punto,21.8741708,-102.3217194,"{""tipo"":""recreativo""}"
Primaria Isidro Castillo Pérez,punto,21.8546949,-102.3227027,"{""tipo"":""educativo""}"
Juan Rulfo,punto,21.883341,-102.246461,"{""tipo"":""educativo""}"
Cuauhtemoc,punto,21.911944,-102.128611,"{""tipo"":""educativo""}"
Primaria Rafael Ramírez Ugarte,punto,21.8545489,-102.3222917,"{""tipo"":""educativo""}"
Nicolas Bravo,punto,21.882721,-102.285799,"{""tipo"":""educativo""}"
Centro Pedagogico Latino Americano,punto,21.927841,-102.301421,"{""tipo"":""educativo""}"
"Unidad de Servicios de Apoyo a la Educacion Regular, 39",punto,21.880921,-102.2772,"{""tipo"":""educativo""}"
Centro Pedagogico Latino Americano,punto,21.92857,-102.315761,"{""tipo"":""educativo""}"
Cancha de baloncesto,punto,21.8920639,-102.2559734,"{""tipo"":""recreativo""}"
Camellon Verde,punto,22.2186977,-102.3164394,"{""tipo"":""recreativo""}"
